year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,filter_democrat,words
2004,11838,19,1921,19,1921,"The creation of a Palestinian state should resolve the issue of Palestinian refugees by allowing them to settle there, rather than in Israel.",1,23
2004,11839,19,1921,19,1921,"Furthermore, all understand that it is unrealistic to expect that the outcome of final status negotiations will be a full and complete return to the armistice lines of 1949",1,29
2004,11840,19,1921,19,1921,And we understand that all final status negotiations must be mutually agreed.,1,12
2004,11841,19,1910,19,1910,We are determined to help create a lasting peace in Northern Ireland.,1,12
2004,11842,19,1910,19,1910,"We support efforts by the Irish and British Governments and the political parties to break the current impasse, and we stand ready to assist in any way to achieve full implementation of the Belfast Agreement.",1,35
2004,11843,19,1921,19,1921,"Democrats will pursue a Russia policy that recognizes that country's importance and advances the core U.S. security interests at stake in Russia's historic transformation, beginning with cooperative work to secure vulnerable stockpiles of nuclear weapons and materials.",1,37
2004,11844,19,1921,19,1921,"We reiterate that respect for human rights, the rule of law and Russia's fledgling democratic institutions and independent media outlets are essential to Russia's continued integration into international institutions and the global economy.",1,33
2004,11845,19,1905,19,1905,Addressing global health challenges í including the AIDS pandemic í is a humanitarian obligation and a national security imperative.,1,19
2004,11846,19,1905,19,1905,We are committed to a coordinated effort to combat the HIV/AIDS epidemic in the United States and in all other regions throughout the world.,1,24
2004,11847,19,1905,19,1905,Epidemics can decimate societies and contribute to failed states which can become bases for terrorists and other criminal elements.,1,19
2004,11848,19,1905,19,1905,And a strong global public health system is essential to effectively combating bio-terror threats.,1,14
2004,11849,19,1905,19,1905,"Our global health policy will bring the best of our scientific knowledge, financial resources, management skills, and compassion to the challenge of improving health conditions around the world.",1,28
2004,11850,19,1905,19,1905,And we will restore America's leadership in global health by rejecting policies driven by ideology instead of science.,1,18
2004,11851,19,1906,19,1906,We understand that promoting international economic development is a strategic imperative of the United States.,1,15
2004,11852,19,1906,19,1906,We will use American economic power to extend security and prosperity í which leads to peace í around the world.,1,20
2004,11853,19,1906,19,1906,"And we will work with poor countries to help stabilize and diversify their economies, including through the consideration of sensible debt relief measures where appropriate.",1,25
2004,11854,19,1906,19,1906,We will support efforts to reach universal basic education and the other Millennium Development Goals.,1,15
2004,11855,19,1929,19,1929,"We are committed to the best training, facilities and support for America's diplomats, the men and women of America's foreign affairs community, who represent our country and work to promote our values around the world.",1,35
2004,11856,16,1600,16,1600,We need a new military to meet the new threats of the 21st Century.,1,14
2004,11857,16,1600,16,1600,"Today's American military is the best in the world, but tomorrow's military must be even better.",1,16
2004,11858,16,1604,16,1604,"It must be stronger, faster, better armed, and never again stretched so thin.",1,13
2004,11859,16,1604,16,1604,"John Kerry, John Edwards and the Democratic Party will send a clear message to every man and woman in our armed forces: We guarantee that you will always be the best-led, best-equipped and most respected fighting force in the world.",1,40
2004,11860,16,1604,16,1604,"You will be armed with the right weapons, schooled in the right skills, and fully prepared to win on the battlefield.",1,21
2004,11861,16,1604,16,1604,"You will never be sent into harm's way without enough troops for the task, and never asked to fight a war without a plan to win the peace.",1,28
2004,11862,16,1604,16,1604,You will never be given assignments which have not been clearly defined and for which you are not professionally trained.,1,20
2004,11863,16,1604,16,1604,"The Bush Administration was right to call for the ""transformation"" of the military.",1,13
2004,11864,16,1604,16,1604,But their version of transformation neglected to consider that the dangers we face have also been transformed.,1,17
2004,11865,16,1604,16,1604,"The Administration was concerned with fighting classic conventional wars, instead of the asymmetrical threats we now face in Iraq, Afghanistan, and the war against al Qaeda.",1,26
2004,11866,16,1604,16,1604,"To rise to those challenges, we must strengthen our military, including our Special Forces, improve our technology, and task our National Guard with homeland security.",1,25
2004,11867,16,1608,16,1608,"As a first step, we will expand America's active duty forces.",1,11
2004,11868,16,1608,16,1608,The war in Iraq has overextended our armed services.,1,9
2004,11869,16,1608,16,1608,"The vast majority of the Army's active duty combat divisions are committed to Iraqíïcurrently there, preparing to go, or recently returned.",1,21
2004,11870,16,1608,16,1608,That is a dangerous and potentially disastrous strain that limits our capacity to respond to other crises.,1,17
2004,11871,16,1612,16,1612,"To pick up the slack, we've called up our Guard and Reserves at historic levels.",1,15
2004,11872,16,1612,16,1612,"Some have been on the ground in Iraq for as many as 15 months, much longer than was expected or promised.",1,21
2004,11873,16,1608,16,1608,Many of these units are being pushed to the limit and stretched far too thin.,1,15
2004,11874,16,1608,16,1608,The Administration's answer has just been to stretch further.,1,9
2004,11875,16,1608,16,1608,"They have extended tours of duty, delayed retirements, and prevented enlisted personnel from leaving the service í effectively using a stop-loss policy and recall of Individual Ready Reserve members as a back-door draft.",1,33
2004,11876,16,1608,16,1608,"We will add 40,000 new soldiers í not to increase the number of soldiers in Iraq, but to sustain our overseas deployments and prevent and prepare for other possible conflicts.",1,30
2004,11877,16,1608,16,1608,"This will help relieve the strain on our troops and bring back more of our soldiers, guardsmen and reservists.",1,19
2004,11878,16,1608,16,1608,We are dedicated to keeping our military operating on a volunteer basis.,1,12
2004,11879,16,1600,16,1600,We are committed to management reform both to ensure that our defense funding is spent effectively and to help pay for these new forces.,1,24
2004,11880,16,1608,16,1608,"Next, we need to create a ""New Total Force,"" a military prepared to defeat any enemy, at any time, in any place.",1,22
