year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,words
2008,15759,-555,-555,0,-555,"In support of his candidacy and those of our fellow Republicans across the nation íï and ever grateful to Almighty God for the political, religious, and civil liberties we enjoy íï we, the representatives of the Republican Party in the states and territories of the United States, offer this platform to the American people.",54
2008,15760,19,1900,19,1900,"Defending Our Nation, Supporting Our Heroes, Securing the Peace: Three decades ago, in a world as dangerous as today's, Americans of all stripes came together to advance the cause of freedom.",31
2008,15761,19,1900,19,1900,"They had witnessed the wreckage of inexperienced good intentions at the highest levels of government, the folly of an amateur foreign policy.",22
2008,15762,19,1900,19,1900,"And so, in defiance of a world-wide Marxist advance, they announced a goal as enduring as the vision of Isaiah, to ""proclaim liberty to the captives,"" and summed up America's strategy for achieving that end in a timeless slogan: Peace through strength íï an enduring peace, based on freedom and the will to defend it.",55
2008,15763,19,1900,19,1900,That goal still requires the unity of Americans beyond differences of party and conflicts of personality.,16
2008,15764,19,1900,19,1900,The rancor of past years must now give way to a common goal of security for our country and safety for our people.,23
2008,15765,19,1927,19,1927,"For seven years, the horror of September 11, 2001 has not been repeated on our soil.",16
2008,15766,19,1927,19,1927,"For that, we are prayerfully grateful and salute all who have played a role in defending our homeland.",18
2008,15767,16,1619,16,1619,Defending Our Nation: The Current Conflict Abroad: All Americans should affirm that our first obligation is the security of our country.,21
2008,15768,16,1619,16,1619,"To all those who defend it, we owe our full support and gratitude.",13
2008,15769,16,1619,16,1619,"The waging of war íï and the achieving of peace íï should never be micromanaged in a party platform, or on the floor of the Senate and House of Representatives for that matter.",33
2008,15770,16,1619,16,1619,"In dealing with present conflicts and future crises, our next president must preserve all options.",15
2008,15771,16,1619,16,1619,It would be presumptuous to specify them in advance and foolhardy to rule out any action deemed necessary for our security.,21
2008,15772,12,1201,12,1201,"Homeland Security: We acknowledge and appreciate the significant contributions of all of America's First Responders, who keep us safe and secure and who are ever ready to come to our aid.",31
2008,15773,12,1201,12,1201,"The security of our country is now everyone's responsibility, from the Department of Homeland Security to state and local first responders, private businesses, and individual families.",26
2008,15774,12,1201,12,1201,"The fact that eighty percent of our critical infrastructure is in private hands highlights the need for public-private partnerships to safeguard it, especially in the energy industry.",27
2008,15775,12,1201,12,1201,"Along with unrelenting vigilance to prevent bioterrorism and other WMD-related attacks, we must regularly exercise our ability to quickly respond if one were to occur. We must continue to remove barriers to cooperation and information sharing.",36
2008,15776,12,1201,12,1201,Modernized 9-1-1 services must be made universally available and be adequately funded.,12
2008,15777,12,1201,12,1201,"We must be able to thwart cyber attacks that could cripple our economy, monitor terrorist activities while respecting Americans' civil liberties, and protect against military and industrial espionage and sabotage.",30
2008,15778,12,1201,12,1201,All this requires experienced leadership.,5
2008,15779,19,1927,19,1927,"Terrorism and Nuclear Proliferation: The attacks of September 11, 2001 were a pivot point in our national experience.",18
2008,15780,19,1927,19,1927,They highlighted the failure of national policy to recognize and respond to the growth of a global terror network.,19
2008,15781,19,1927,19,1927,"They should have put an end to the Democrats' naive thinking that international terrorists could be dealt with within the normal criminal justice system, but that misconception persists.",28
2008,15782,16,1605,16,1605,The gravest threat we face íï nuclear terrorism íï demands a comprehensive strategy for reducing the world's nuclear stockpiles and preventing proliferation.,22
2008,15783,16,1605,16,1605,The U.S. should lead that effort by reducing the size of our nuclear arsenal to the lowest number consistent with our security requirements and working with other nuclear powers to do the same.,33
2008,15784,16,1605,16,1605,"In cooperation with other nations, we should end the production of weapons-grade fissile material, improve our collective ability to interdict the spread of weapons of mass destruction and related materials, and ensure the highest possible security standards for existing nuclear materials wherever they may be located.",46
2008,15785,16,1605,16,1605,But that is not enough.,5
2008,15786,16,1605,16,1605,"We must develop and deploy both national and theater missile defenses to protect the American homeland, our people, our Armed Forces abroad, and our allies.",25
2008,15787,16,1605,16,1605,"Effective, layered missile defenses are critical to guard against the unpredictable actions of rogue regimes and outlaw states, reduce the possibility of strategic blackmail, and avoid the disastrous consequences of an accidental or unauthorized launch by a foreign power",39
2008,15788,16,1603,16,1603,Better Intelligence íï the Key to Prevention: Intelligence is America's first line of defense.,14
2008,15789,16,1603,16,1603,"We must increase the ranks and resources of our human intelligence capabilities, integrate technical and human sources, and get that information more quickly to the warfighter and the policy maker.",30
2008,15790,16,1603,16,1603,The multi-jurisdictional arrangements that now prevail on Capitol Hill should be replaced by a single Joint Committee on Intelligence.,19
2008,15791,16,1603,16,1603,"Intelligence is Key to Fighting Bioterrorism and Cyberterrorism: Bioterrorism and cyberterrorism, once the stuff of science fiction films, are immediate threats to our nation's health and safety.",27
2008,15792,16,1603,16,1603,Our food and water distribution systems require special vigilance.,9
2008,15793,16,1603,16,1603,"By the same token, a well-placed cyber-attack could cripple our economy, shut down our energy and transportation systems, wreck our health care delivery systems, and put millions of lives at risk.",31
2008,15794,19,1927,19,1927,"Although our country has thwarted new terrorist attacks since 2001, those threats do persist.",14
2008,15795,16,1603,16,1603,"That is why our reform of the Foreign Intelligence Surveillance Act was so vital, and why the Democrats' opposition to it was so wrong.",24
2008,15796,9,900,9,900,"Immigration, National Security, and the Rule of Law: Immigration policy is a national security issue, for which we have one test: Does it serve the national interest?",27
2008,15797,9,900,9,900,"By that standard, Republicans know America can have a strong immigration system without sacrificing the rule of law.",18
